C_R_midpoint,E_int16,E_int32,E_int8,E_local,I16_I8_relative,I32_I16_relative,checkpoint,stratum,unit_id
0.5105178197858798,0.0013852614575587158,2.719412204196114e-05,0.025306970726135903,2.938007971652775,0.024590766806154234,0.001375769444538994,291402,S2,W29U_73065A553DFE906571964300
0.497006746018487,0.00026143060836819214,1.1440482889212854e-05,0.007575345661930803,1.608331050119758,0.007496131629598434,0.0002531382251670499,291402,S2,W29U_C60ABF0DB56F7FBB9895074C
0.49969344512994635,0.019176794249679253,0.00045313987775409535,0.17907234268894937,2.2670175161504513,0.18769285591737406,0.019268035173526144,291402,S2,W29U_3DF0E7AAB226AAD308C16CE9
0.11951149404597829,9.297477739237432e-07,9.107300386076871e-07,1.0408231307820617e-05,0.5875231812370367,1.0031784591105377e-05,6.199865864123732e-07,291402,S2,W29U_BFB40E437B015FF1CAF06607
1.6848043105099306,0.0008451671010142292,1.9930228840456398e-05,0.021393979745945903,1.046079564199146,0.021095043077222417,0.0008380672057151658,291402,S2,W29U_CEE8A1F4EEDE37ED7EE387BD
0.8314758395262328,2.4962607849409193e-05,1.2934929801940003e-06,0.0008150161981352925,0.6002522976919803,0.0007903243242400562,2.3715979005819e-05,291402,S2,W29U_FDC8D87187069F82ADEA16CB
0.13590318560636738,8.690076252491377e-07,7.924002547761865e-07,2.8784003502644514e-06,0.5210054716093211,2.348033054447141e-06,1.7192759523406677e-07,291402,S2,W29U_930765BC222C77ED6DA8FCF1
0.5037226828108713,0.0015084880153899238,9.306949171289752e-05,0.0028613886286143904,2.4507094276040426,0.0032306412321923385,0.0014156259760255492,291402,S2,W29U_8554CD43CD3B32615F3A644F
0.6742463677690836,0.0042356918050215474,6.735580641215891e-05,0.048450239587784,2.007988841434244,0.05169013684151524,0.004170500490236667,291402,S2,W29U_3312DE18215FD10EB1066B20
0.6673982099657847,3.961588667282606e-06,4.483045577737944e-07,6.842778942280234e-05,0.17207130010050195,6.448248747924506e-05,3.6528852871382213e-06,291402,S2,W29U_A2599D3295EC0563B06B9904
0.6249802108397614,1.6358076650592274e-05,7.651654624949637e-07,0.00026395984081430324,0.3459402037569676,0.0002476182545542858,1.5663641499087238e-05,291402,S2,W29U_61CA805816309171BA652E24
1.534293929645951,5.115823957936445e-06,4.919780702139572e-07,9.250741248451963e-05,0.4092200889076056,8.744032368319638e-05,4.8584461065258585e-06,291402,S2,W29U_4A949BC43B7EBA039FBCF755
1.122649536439169,3.7516335472957415e-05,2.123803976479722e-06,0.0009027305568776737,1.3978651180212114,0.0008665491410435606,3.5433659554466074e-05,291402,S2,W29U_BAEA92E0AF8EFDA4A5D1A272
1.0198181426729283,0.0003355628795026615,2.0519091788875794e-06,0.015143127198413844,1.180423502979079,0.015398925401887847,0.0003350589124219269,291402,S2,W29U_7B66010E91B04E7D027A4DB1
1.1833002656856761,0.00027928091268067303,1.63084127134558e-05,0.03058115872076589,1.194012704243294,0.03057795131189514,0.00027327527652797864,291402,S2,W29U_C1EEFD3EC60839B7FC16C567
0.5622620523679812,0.0010129518700186203,6.866077666555004e-05,0.07660079111693943,3.001988365164664,0.0767330699422235,0.0009814921796039767,291402,S2,W29U_845964ADB660A765D929E61B
2.9651983977330545,0.000888987162705886,1.08438674104856e-05,0.05821637906417493,0.7582117795487144,0.05762579028935655,0.0008886431151343622,291402,S2,W29U_35C707ACB41E5A2BB2C7F4F4
0.5099867595869261,0.0005312532789829078,1.7465991571078202e-05,0.014430223085344222,2.9716338646422513,0.014080522115333222,0.0005190372617001116,291402,S2,W29U_949CC7C8E67B372BAFDBC304
0.7886447346754404,2.1637332250707937e-05,1.4662578279472156e-06,0.00038470566553876114,0.45021256043450003,0.0003642217192401415,2.0214705211067846e-05,291402,S2,W29U_66B630D7911A20329B5E4CE5
0.39232120672741555,0.0001019601761686307,5.9659780532248864e-06,0.002238713898377438,1.3008730166354388,0.0021368057616866524,9.60043827476709e-05,291402,S2,W29U_4AB8314629FC2762CF312EFA
0.1978090219999835,6.241797493301378e-06,5.650120920613231e-07,0.00011548443715223259,1.1175031949659828,0.00010926929108301918,5.991693579783056e-06,291402,S2,W29U_350A2A50D509582EE77C5BC2
0.574781790674453,9.264781379164012e-06,8.606212972920877e-07,0.0001645776785553502,0.9895387137945818,0.0001553862023609496,8.510483287185424e-06,291402,S2,W29U_900AA2BEA87870498EC902FB
0.19971614489451647,3.3868238661946934e-06,6.007997199377297e-07,5.449025064116755e-05,0.840034503485333,5.114294680962341e-05,3.046243686088036e-06,291402,S2,W29U_A28F88AE9DF49C367E44FAD1
0.49353015256089416,8.446736877523353e-06,8.677124537554597e-07,0.00010371442980224912,1.2549329453301596,9.720353328653393e-05,7.951385257070675e-06,291402,S2,W29U_5D9D815DFF68050432EF99CA
0.31299268236363,4.16285857074558e-05,2.617172376399209e-06,0.000851391213502551,1.5606775808007247,0.0008099221747226318,3.9064760086722286e-05,291402,S2,W29U_5CE02771C093B1300C2D102D
